Image,Attractiveness label
AF696.jpg,2.316667
AF1272.jpg,3.9
AF1289.jpg,2.716667
AF1184.jpg,2.333333
AF859.jpg,3.116667
AF249.jpg,2.95
AF1757.jpg,2.783333
AF817.jpg,2.666667
AF1911.jpg,3.666667
AF1849.jpg,3.283333
AF1367.jpg,3.083333
AF977.jpg,3.583333
AF802.jpg,2.783333
AF340.jpg,2.616667
AF389.jpg,2.833333
AF261.jpg,2.133333
AF21.jpg,2.516667
AF339.jpg,2.2
AF1445.jpg,3.9
AF1577.jpg,3.4
AF347.jpg,2.716667
AF1426.jpg,3.5
AF1416.jpg,3.383333
AF514.jpg,2.183333
AF1659.jpg,3.566667
AF1500.jpg,4.45
AF1127.jpg,2.866667
AF326.jpg,2.833333
AF328.jpg,2.85
AF1002.jpg,2.616667
AF131.jpg,2.816667
AF1816.jpg,4.566667
AF279.jpg,3.083333
AF1085.jpg,2.283333
AF178.jpg,2.583333
AF198.jpg,2.433333
AF591.jpg,2.65
AF1771.jpg,1.666667
AF1948.jpg,2.766667
AF747.jpg,2.533333
AF393.jpg,2.766667
AF964.jpg,3.783333
AF173.jpg,2.316667
AF565.jpg,4.05
AF419.jpg,2.733333
AF624.jpg,2.7
AF761.jpg,2.066667
AF401.jpg,1.833333
AF1803.jpg,3.516667
AF382.jpg,2.116667
AF1089.jpg,2.033333
AF1292.jpg,3.166667
AF195.jpg,2.9
AF1391.jpg,2.966667
AF953.jpg,3.833333
AF764.jpg,2.6
AF502.jpg,2.616667
AF825.jpg,2.916667
AF57.jpg,2.216667
AF1542.jpg,2.316667
AF1634.jpg,4
AF1965.jpg,1.75
AF668.jpg,2.183333
AF270.jpg,1.466667
AF1737.jpg,3.716667
AF456.jpg,2.65
AF1630.jpg,2.766667
AF46.jpg,2.2
AF685.jpg,4.366667
AF1963.jpg,2.666667
AF601.jpg,2.25
AF1907.jpg,2.966667
AF1622.jpg,3.9
AF1576.jpg,3.35
AF42.jpg,2.3
AF508.jpg,2.216667
AF634.jpg,3.383333
AF1676.jpg,4.416667
AF954.jpg,4
AF1828.jpg,4.083333
AF1787.jpg,3.966667
AF1406.jpg,3.766667
AF893.jpg,2.8
AF1420.jpg,3.433333
AF983.jpg,3.6
AF107.jpg,1.883333
AF1320.jpg,4.166667
AF1020.jpg,2.866667
AF1301.jpg,4.033333
AF1176.jpg,2.366667
AF1571.jpg,3.7
AF47.jpg,2.883333
AF1040.jpg,2.233333
AF1764.jpg,3.566667
AF168.jpg,2.55
AF1136.jpg,3.366667
AF113.jpg,3.366667
AF29.jpg,3.05
AF491.jpg,3.716667
AF1072.jpg,3.233333
AF1924.jpg,2.3
AF1638.jpg,3.833333
AF1553.jpg,3.833333
AF1995.jpg,1.316667
AF649.jpg,2.2
AF1545.jpg,4.216667
AF1259.jpg,2.666667
AF459.jpg,2.083333
AF220.jpg,2.65
AF790.jpg,2.916667
AF1183.jpg,3.616667
AF1063.jpg,4.316667
AF368.jpg,2.6
AF371.jpg,2.45
AF196.jpg,2.95
AF1230.jpg,2.016667
AF575.jpg,2.916667
AF54.jpg,2.216667
AF313.jpg,2.6
AF1126.jpg,2.583333
AF1228.jpg,3.333333
AF1447.jpg,4.316667
AF751.jpg,3.1
AF404.jpg,2.633333
AF1700.jpg,3.05
AF898.jpg,4.066667
AF163.jpg,2.8
AF1508.jpg,3.916667
AF124.jpg,2.566667
AF1249.jpg,4.316667
AF1461.jpg,3.316667
AF1051.jpg,2.7
AF1385.jpg,3.8
AF1006.jpg,3.45
AF1423.jpg,3.733333
AF1956.jpg,3.516667
AF1093.jpg,3.633333
AF1309.jpg,3.766667
AF823.jpg,2.966667
AF588.jpg,3.016667
AF1033.jpg,2.266667
AF485.jpg,2.55
AF1842.jpg,3.916667
AF722.jpg,4.2
AF186.jpg,2.183333
AF998.jpg,3.35
AF1796.jpg,2.083333
AF1286.jpg,3.9
AF1586.jpg,3.766667
AF453.jpg,4.1
AF1216.jpg,2.783333
AF334.jpg,2.25
AF640.jpg,2.6
AF585.jpg,2.2
AF258.jpg,2.3
AF1558.jpg,3.7
AF717.jpg,2.033333
AF483.jpg,2.766667
AF1400.jpg,3.583333
AF887.jpg,2.016667
AF1719.jpg,3.883333
AF681.jpg,2.733333
AF1990.jpg,4.166667
AF1794.jpg,3.333333
AF818.jpg,3.05
AF1390.jpg,4.133333
AF1054.jpg,3.216667
AF90.jpg,1.783333
AF276.jpg,2.133333
AF597.jpg,2.916667
AF1386.jpg,2.933333
AF1930.jpg,3.716667
AF1628.jpg,4.1
AF1637.jpg,3.983333
AF375.jpg,2.283333
AF882.jpg,4.133333
AF1134.jpg,3.333333
AF1394.jpg,3.283333
AF37.jpg,2.166667
AF982.jpg,2.883333
AF948.jpg,2.766667
AF1477.jpg,4.1
AF523.jpg,2.4
AF52.jpg,2.133333
AF171.jpg,2.966667
AF673.jpg,3.083333
AF1617.jpg,3.616667
AF925.jpg,2.35
AF1903.jpg,4.066667
AF235.jpg,2.65
AF718.jpg,2.65
AF1372.jpg,3.133333
AF463.jpg,2.316667
AF348.jpg,2.416667
AF1752.jpg,4.1
AF641.jpg,2.483333
AF28.jpg,2.266667
AF682.jpg,3.85
AF69.jpg,2.783333
AF1071.jpg,3.133333
AF1125.jpg,2.75
AF1778.jpg,2.083333
AF370.jpg,2.516667
AF1530.jpg,3.516667
AF189.jpg,2.416667
AF1557.jpg,3.533333
AF222.jpg,2.583333
AF686.jpg,2.6
AF1491.jpg,4.2
AF766.jpg,2.466667
AF1118.jpg,1.833333
AF801.jpg,2.633333
AF580.jpg,2.716667
AF1806.jpg,4.116667
AF688.jpg,1.616667
AF1937.jpg,3.2
AF1713.jpg,3.8
AF941.jpg,1.533333
AF1887.jpg,3.916667
AF1154.jpg,4.1
AF614.jpg,3.033333
AF1969.jpg,3.1
AF1984.jpg,2.333333
AF730.jpg,2.5
AF1432.jpg,3.216667
AF1285.jpg,3.966667
AF1837.jpg,4.466667
AF1489.jpg,3.1
AF1097.jpg,2.466667
AF555.jpg,2.783333
AF934.jpg,3.866667
AF1521.jpg,3.65
AF745.jpg,2.816667
AF414.jpg,2.35
AF619.jpg,2.966667
AF385.jpg,2.483333
AF300.jpg,4.183333
AF1403.jpg,4.266667
AF746.jpg,3.266667
AF991.jpg,2.783333
AF1137.jpg,2.7
AF55.jpg,2.25
AF282.jpg,2.583333
AF582.jpg,3.833333
AF1657.jpg,3.316667
AF1854.jpg,3.216667
AF190.jpg,2.05
AF1288.jpg,3.283333
AF259.jpg,2
AF1218.jpg,3.35
AF740.jpg,2.6
AF479.jpg,2.55
AF355.jpg,2.7
AF1476.jpg,4.283333
AF1866.jpg,1.45
AF536.jpg,1.85
AF583.jpg,2.5
AF1381.jpg,3.633333
AF1809.jpg,2.866667
AF928.jpg,4.116667
AF274.jpg,2.95
AF950.jpg,3.566667
AF1847.jpg,3.4
AF1870.jpg,2.983333
AF1303.jpg,3.75
AF33.jpg,2.7
AF731.jpg,3.966667
AF165.jpg,2.6
AF1608.jpg,3.3
AF1735.jpg,3.883333
AF645.jpg,2.783333
AF800.jpg,2.016667
AF853.jpg,2.516667
AF1919.jpg,4.016667
AF907.jpg,2.1
AF1302.jpg,3.633333
AF605.jpg,2.666667
AF1078.jpg,3.483333
AF1665.jpg,3.616667
AF1739.jpg,2.283333
AF1405.jpg,4.116667
AF1132.jpg,3.233333
AF1745.jpg,2.966667
AF782.jpg,2.816667
AF1410.jpg,3.216667
AF841.jpg,2.416667
AF493.jpg,2.8
AF1762.jpg,3.783333
AF1101.jpg,3.8
AF62.jpg,2.633333
AF484.jpg,3.616667
AF487.jpg,2.583333
AF885.jpg,4.216667
AF1633.jpg,1.633333
AF1457.jpg,3.966667
AF1453.jpg,1.15
AF1195.jpg,3.433333
AF406.jpg,2.583333
AF1473.jpg,2.816667
AF96.jpg,3.1
AF1166.jpg,3.75
AF1279.jpg,4.133333
AF343.jpg,2.9
AF713.jpg,2.533333
AF1564.jpg,3.983333
AF1105.jpg,1.716667
AF1546.jpg,3.966667
AF1581.jpg,4.116667
AF1613.jpg,4
AF237.jpg,2.9
AF978.jpg,2.05
AF886.jpg,2.25
AF1968.jpg,1.816667
AF287.jpg,1.7
AF559.jpg,2.966667
AF1383.jpg,2.033333
AF1890.jpg,1.15
AF1336.jpg,3.783333
AF1318.jpg,4.116667
AF499.jpg,3.083333
AF268.jpg,3.3
AF868.jpg,2.233333
AF407.jpg,3.266667
AF1862.jpg,3.033333
AF1323.jpg,2.916667
AF91.jpg,2.783333
AF1671.jpg,3.5
AF193.jpg,2.133333
AF147.jpg,2.35
AF1656.jpg,4.05
AF1944.jpg,3.216667
AF849.jpg,2.666667
AF1696.jpg,4
AF1974.jpg,2.65
AF940.jpg,3.3
AF1523.jpg,3.8
AF436.jpg,2.05
AF965.jpg,2.933333
AF644.jpg,2.6
AF871.jpg,2.8
AF1041.jpg,2.383333
AF858.jpg,3.95
AF1194.jpg,4.233333
AF1315.jpg,2.8
AF617.jpg,2.483333
AF774.jpg,2.883333
AF1211.jpg,4.166667
AF256.jpg,2.8
AF448.jpg,2.683333
AF1.jpg,2.333333
AF1983.jpg,3.883333
AF918.jpg,2.283333
AF660.jpg,2.5
AF1076.jpg,1.4
AF97.jpg,2.3
AF1831.jpg,2.866667
AF1273.jpg,1.283333
AF1685.jpg,3.833333
AF647.jpg,3.7
AF1532.jpg,3.55
AF1248.jpg,3.216667
AF568.jpg,2.416667
AF943.jpg,2.383333
AF962.jpg,3.983333
AF826.jpg,2.8
AF854.jpg,2.8
AF1874.jpg,3.316667
AF317.jpg,3.916667
AF1513.jpg,3.716667
AF1857.jpg,4.233333
AF834.jpg,2.616667
AF1429.jpg,3.716667
AF257.jpg,2.383333
AF942.jpg,4.083333
AF1210.jpg,2.616667
AF829.jpg,2.2
AF447.jpg,3.983333
AF1275.jpg,3.55
AF692.jpg,2.366667
AF616.jpg,2.016667
AF1379.jpg,2.733333
AF1947.jpg,3.466667
AF1349.jpg,2.383333
AF1308.jpg,3.55
AF820.jpg,2.9
AF1588.jpg,3.933333
AF1253.jpg,4.35
AF1856.jpg,4.2
AF749.jpg,2.566667
AF1344.jpg,3.716667
AF218.jpg,2.25
AF799.jpg,3.116667
AF1196.jpg,3.666667
AF350.jpg,2.266667
AF1823.jpg,3.766667
AF1759.jpg,3.983333
AF201.jpg,2.95
AF675.jpg,4.016667
AF294.jpg,2.55
AF323.jpg,2.516667
AF437.jpg,3.083333
AF1693.jpg,3.9
AF1264.jpg,2.9
AF967.jpg,3.9
AF1374.jpg,4.3
AF1567.jpg,4.016667
AF827.jpg,2.933333
AF481.jpg,2.283333
AF1428.jpg,3.75
AF1404.jpg,2.85
AF1961.jpg,2.666667
AF1328.jpg,3.716667
AF501.jpg,3.833333
AF1165.jpg,3.066667
AF1709.jpg,3.266667
AF383.jpg,2.483333
AF1619.jpg,1.633333
AF229.jpg,2.933333
AF1918.jpg,2.983333
AF252.jpg,2.783333
AF1342.jpg,4.333333
AF1609.jpg,3.516667
AF471.jpg,3.25
AF1763.jpg,3.8
AF369.jpg,3.15
AF1575.jpg,3.066667
AF679.jpg,2.683333
AF319.jpg,3.016667
AF413.jpg,1.833333
AF1460.jpg,3.666667
AF1012.jpg,2.766667
AF599.jpg,2.733333
AF632.jpg,2.2
AF289.jpg,2.266667
AF466.jpg,2.95
AF454.jpg,2.8
AF1401.jpg,4.233333
AF269.jpg,3.666667
AF122.jpg,2.266667
AF1714.jpg,3.8
AF155.jpg,2.55
AF1498.jpg,4.066667
AF830.jpg,2.816667
AF922.jpg,1.683333
AF1333.jpg,4.383333
AF1770.jpg,4.116667
AF260.jpg,2.266667
AF357.jpg,2.533333
AF1950.jpg,2.816667
AF661.jpg,2.383333
AF1885.jpg,2.716667
AF1236.jpg,4.316667
AF1446.jpg,3.766667
AF203.jpg,3.833333
AF1485.jpg,2.95
AF102.jpg,2.8
AF23.jpg,3.3
AF103.jpg,2.6
AF916.jpg,3.033333
AF1767.jpg,3.95
AF1793.jpg,4.016667
AF451.jpg,3.016667
AF1141.jpg,3.15
AF1356.jpg,3.3
AF1339.jpg,3.333333
AF1623.jpg,3.983333
AF1043.jpg,2.516667
AF847.jpg,2.75
AF795.jpg,2.566667
AF460.jpg,2.633333
AF571.jpg,2.9
AF128.jpg,2.866667
AF1031.jpg,4.033333
AF1791.jpg,3.9
AF1929.jpg,3.7
AF1556.jpg,3.233333
AF741.jpg,2.616667
AF1092.jpg,2.25
AF1456.jpg,4.066667
AF1716.jpg,3.45
AF492.jpg,4.166667
AF1827.jpg,4.166667
AF373.jpg,2.55
AF1641.jpg,1.166667
AF278.jpg,2.866667
AF192.jpg,2.166667
AF292.jpg,2.783333
AF716.jpg,1.5
AF529.jpg,2.55
AF1496.jpg,3.683333
AF1843.jpg,3.5
AF231.jpg,2.666667
AF449.jpg,2.666667
AF1338.jpg,2.916667
AF1548.jpg,4.066667
AF423.jpg,2.95
AF1670.jpg,3.966667
AF539.jpg,3.933333
AF1797.jpg,3.166667
AF1408.jpg,3.65
AF509.jpg,2.633333
AF1431.jpg,3.65
AF1998.jpg,2.733333
AF663.jpg,2.95
AF117.jpg,2.4
AF988.jpg,2.433333
AF743.jpg,2.966667
AF1435.jpg,2.7
AF748.jpg,2.75
AF1222.jpg,3.7
AF1440.jpg,3.633333
AF1920.jpg,3.5
AF1060.jpg,2.433333
AF669.jpg,3.183333
AF1967.jpg,1.883333
AF82.jpg,2.5
AF318.jpg,2.016667
AF515.jpg,3.266667
AF623.jpg,3.016667
AF1901.jpg,4.15
AF1830.jpg,4.066667
AF1644.jpg,3.816667
AF1996.jpg,1.6
AF1454.jpg,2.733333
AF1578.jpg,2.766667
AF1330.jpg,4.016667
AF162.jpg,2.116667
AF653.jpg,2.583333
AF210.jpg,2.116667
AF913.jpg,2.8
AF959.jpg,3.35
AF72.jpg,2.316667
AF1387.jpg,4.016667
AF1237.jpg,3.366667
AF1859.jpg,1.85
AF1612.jpg,3.866667
AF212.jpg,2.8
AF763.jpg,2.6
AF708.jpg,1.9
AF1661.jpg,3.683333
AF926.jpg,3.933333
AF1257.jpg,4.2
AF70.jpg,2.916667
AF127.jpg,2.9
AF1306.jpg,2.033333
AF1733.jpg,4
AF535.jpg,2.583333
AF233.jpg,2.933333
AF1688.jpg,4.266667
AF1046.jpg,2.283333
AF58.jpg,2.666667
AF234.jpg,2.3
AF1427.jpg,3.566667
AF1595.jpg,3.916667
AF1732.jpg,4.2
AF118.jpg,2.8
AF1880.jpg,2.466667
AF677.jpg,2.283333
AF1077.jpg,3.116667
AF1520.jpg,3.233333
AF804.jpg,2.833333
AF600.jpg,3.35
AF1471.jpg,3.266667
AF777.jpg,2.25
AF349.jpg,2.566667
AF1540.jpg,1.383333
AF1436.jpg,2.933333
AF267.jpg,1.933333
AF397.jpg,2.666667
AF435.jpg,1.683333
AF807.jpg,2.966667
AF1148.jpg,3.816667
AF1596.jpg,3.066667
AF714.jpg,2.733333
AF119.jpg,2.266667
AF1780.jpg,3.683333
AF402.jpg,3.466667
AF496.jpg,2.233333
AF150.jpg,2.466667
AF755.jpg,4.25
AF981.jpg,2.883333
AF141.jpg,2.333333
AF307.jpg,2.466667
AF92.jpg,2.533333
AF1313.jpg,2.516667
AF1110.jpg,4.233333
AF1484.jpg,3.6
AF610.jpg,1.866667
AF1654.jpg,2.966667
AF1411.jpg,3.133333
AF1810.jpg,2.583333
AF1905.jpg,3.566667
AF974.jpg,2.716667
AF1232.jpg,3.183333
AF1848.jpg,3.466667
AF1455.jpg,3.033333
AF1490.jpg,3.65
AF1559.jpg,4.133333
AF1504.jpg,3.333333
AF1814.jpg,3.116667
AF1821.jpg,3.483333
AF855.jpg,4.1
AF1640.jpg,3.866667
AF850.jpg,3.616667
AF1495.jpg,4.033333
AF1096.jpg,2.366667
AF461.jpg,2.35
AF298.jpg,2.383333
AF635.jpg,2.9
AF1305.jpg,4.083333
AF1516.jpg,3.466667
AF812.jpg,3.916667
AF726.jpg,3
AF698.jpg,2.333333
AF1032.jpg,3.316667
AF842.jpg,2.683333
AF17.jpg,2.933333
AF1801.jpg,3.866667
AF324.jpg,2.833333
AF768.jpg,3.016667
AF1413.jpg,3.366667
AF1162.jpg,4.1
AF63.jpg,1.783333
AF1994.jpg,2.683333
AF819.jpg,2.966667
AF1855.jpg,3.383333
AF1145.jpg,2.016667
AF987.jpg,3.533333
AF305.jpg,1.833333
AF386.jpg,3
AF1332.jpg,2.316667
AF1098.jpg,1.55
AF1280.jpg,4.316667
AF1140.jpg,3.9
AF1255.jpg,4.216667
AF80.jpg,2.866667
AF667.jpg,2.3
AF1120.jpg,2.9
AF1010.jpg,2.583333
AF1005.jpg,2.216667
AF1225.jpg,2.8
AF1916.jpg,3.166667
AF15.jpg,2.8
AF1345.jpg,4.083333
AF254.jpg,3.183333
AF1277.jpg,3.716667
AF366.jpg,2.766667
AF353.jpg,2.383333
AF442.jpg,2.633333
AF642.jpg,2.7
AF1197.jpg,3.683333
AF1976.jpg,1.083333
AF540.jpg,2.5
AF1175.jpg,4.333333
AF957.jpg,3.016667
AF1989.jpg,3.5
AF1158.jpg,4.416667
AF1325.jpg,2.2
AF1678.jpg,3.35
AF1276.jpg,2.016667
AF1487.jpg,3.183333
AF917.jpg,1.433333
AF242.jpg,2.766667
AF560.jpg,2.283333
AF664.jpg,2.4
AF497.jpg,2.05
AF164.jpg,3.083333
AF1822.jpg,4.183333
AF939.jpg,1.966667
AF301.jpg,2.516667
AF263.jpg,3.2
AF672.jpg,2.466667
AF1539.jpg,1.616667
AF296.jpg,2.816667
AF110.jpg,3.25
AF621.jpg,2.783333
AF1551.jpg,3.616667
AF1913.jpg,2.833333
AF906.jpg,2.95
AF1121.jpg,1.966667
AF888.jpg,2.783333
AF1718.jpg,3.75
AF1689.jpg,3.833333
AF1366.jpg,3.533333
AF1050.jpg,3.183333
AF1518.jpg,3.433333
AF1869.jpg,3.283333
AF1202.jpg,3.333333
AF1419.jpg,3.816667
AF43.jpg,2.166667
AF738.jpg,4.483333
AF867.jpg,4.016667
AF427.jpg,2.333333
AF390.jpg,2.683333
AF1748.jpg,3.883333
AF1702.jpg,2.316667
AF1244.jpg,3.916667
AF1389.jpg,3.683333
AF1625.jpg,2.083333
AF1003.jpg,2.866667
AF1836.jpg,3.183333
AF715.jpg,4.433333
AF558.jpg,2.333333
AF848.jpg,2.916667
AF1846.jpg,3.7
AF157.jpg,2.366667
AF1740.jpg,4.2
AF1747.jpg,3.6
AF1514.jpg,4.033333
AF452.jpg,2.616667
AF880.jpg,3.783333
AF177.jpg,1.733333
AF636.jpg,3.583333
AF1026.jpg,3.65
AF822.jpg,2.15
AF219.jpg,2.133333
AF784.jpg,3.4
AF1268.jpg,4.05
AF151.jpg,2.266667
AF1891.jpg,4.266667
AF400.jpg,2.783333
AF725.jpg,2.533333
AF1282.jpg,3.466667
AF1261.jpg,3.833333
AF951.jpg,2.983333
AF727.jpg,3.383333
AF1610.jpg,4.2
AF1472.jpg,3.8
AF1267.jpg,3.433333
AF2.jpg,3.95
AF465.jpg,2.383333
AF1512.jpg,2.983333
AF857.jpg,2.333333
AF985.jpg,1.6
AF1422.jpg,3.966667
AF1321.jpg,1.816667
AF1265.jpg,4.383333
AF637.jpg,2.7
AF1817.jpg,3.15
AF1872.jpg,3.033333
AF1715.jpg,2.583333
AF1834.jpg,3.8
AF1069.jpg,3.183333
AF1743.jpg,2.616667
AF873.jpg,2.933333
AF356.jpg,3.1
AF1415.jpg,1.733333
AF199.jpg,2.683333
AF1851.jpg,2.833333
AF1957.jpg,3.4
AF1882.jpg,3.683333
AF1765.jpg,4
AF213.jpg,3.866667
AF767.jpg,2.766667
AF1452.jpg,3.016667
AF101.jpg,2.35
AF1357.jpg,4.283333
AF4.jpg,2.683333
AF99.jpg,2.533333
AF458.jpg,2.55
AF654.jpg,2.516667
AF482.jpg,2.733333
AF1800.jpg,3.483333
AF1157.jpg,3.016667
AF810.jpg,2.9
AF1133.jpg,3.233333
AF1129.jpg,4.166667
AF1038.jpg,2.65
AF405.jpg,2.8
AF1620.jpg,3.883333
AF139.jpg,2.133333
AF1664.jpg,3.266667
AF920.jpg,2.6
AF507.jpg,2.566667
AF1645.jpg,3.333333
AF980.jpg,3.933333
AF1599.jpg,3.466667
AF1582.jpg,4.216667
AF1902.jpg,3.683333
AF76.jpg,2.9
AF1909.jpg,3.383333
AF1565.jpg,3.3
AF607.jpg,2.55
AF182.jpg,2.316667
AF170.jpg,2.383333
AF694.jpg,1.616667
AF1598.jpg,3.583333
AF655.jpg,3.316667
AF752.jpg,2.433333
AF1206.jpg,3.283333
AF1602.jpg,3.7
AF1322.jpg,2.916667
AF154.jpg,3
AF1160.jpg,3.683333
AF816.jpg,2.9
AF665.jpg,2.55
AF671.jpg,2.6
AF1502.jpg,3.683333
AF1970.jpg,2.916667
AF1536.jpg,3.7
AF609.jpg,2.466667
AF1601.jpg,4.483333
AF970.jpg,2.533333
AF1478.jpg,3.95
AF1188.jpg,2.516667
AF1503.jpg,2.916667
AF228.jpg,2.433333
AF68.jpg,2.766667
AF1655.jpg,3
AF732.jpg,2.733333
AF1007.jpg,2.7
AF990.jpg,2.066667
AF1177.jpg,3.683333
AF1310.jpg,2.25
AF1270.jpg,4.166667
AF1711.jpg,3.866667
AF968.jpg,2.3
AF511.jpg,2.766667
AF1673.jpg,3.95
AF572.jpg,3.333333
AF723.jpg,2.766667
AF1102.jpg,3.833333
AF1878.jpg,3.983333
AF1364.jpg,3.95
